Level,Biomass (1/hr),N Reactions (original),N Reactions (combined),Mean FVi,Median FVi,Std FVi,Min FVi,Max FVi,Q25 FVi,Q75 FVi,% Zero Flux,% High Variability (FVi > 1),Mean FVR,Median FVR,Max FVR,% High Range (FVR ≥ 1000),N High Range Reactions,N Zero Flux,N High Variability
Level 1: Baseline GEM,0.8739215069684307,155,95,970.7779611070397,68.64400000001694,982.7262396961331,0.0,2000.0,11.32232402400862,1998.5860561762306,8.421052631578947,89.47368421052632,970.7779611070397,68.64400000001694,2000.0,49.473684210526315,47,8,85
Level 2: Single Enzyme,0.873921506968418,155,95,825.4955062046092,68.6440000000165,930.3304610476791,0.0,2000.0,11.3223240240103,1992.817807183206,8.421052631578947,89.47368421052632,825.4955062046092,68.6440000000165,2000.0,41.05263157894737,39,8,85
Level 3a: + Isoenzymes,0.873921506968428,155,95,540.2403242953981,44.7595830459697,789.9368792191963,0.0,2000.0,10.749729959427299,891.901683447084,8.421052631578947,89.47368421052632,540.2403242953981,44.7595830459697,2000.0,24.210526315789473,23,8,85
Level 3b: + Complexes,0.758409337236285,155,95,721.089261950137,23.2526539623489,935.9643670015159,0.0,2000.0,7.462925500217182,1986.7239568558482,8.421052631578947,90.52631578947368,721.089261950137,23.2526539623489,2000.0,34.73684210526316,33,8,86
Level 3c: + Promiscuous,0.0132774486331653,155,95,270.1735932044932,0.86238791974344,667.736851683174,0.0,2000.0,0.10303679921235248,5.189608669644373,8.421052631578947,49.473684210526315,270.1735932044932,0.86238791974344,2000.0,12.631578947368421,12,8,47
Level 4: All Constraints,0.0132774486331653,155,95,270.1735932044459,0.862387919743478,667.7368516831514,0.0,2000.0,0.10303679921234604,5.189608669643807,8.421052631578947,49.473684210526315,270.1735932044459,0.862387919743478,2000.0,12.631578947368421,12,8,47
Level 5: Post-Tuned,0.140905217628271,155,95,311.6174348139969,2.90567057485857,708.2128772659696,0.0,2000.0,0.9237560983023689,21.00380875762584,8.421052631578947,71.57894736842105,311.6174348139969,2.90567057485857,2000.0,14.736842105263156,14,8,68
