Iteration,Biomass
0,0.02959882354850739
1,0.05036631183532883
2,0.06281704923151944
3,0.07055832172260323
4,0.07526745123574721
5,0.07930336115301367
6,0.08317118453081307
7,0.08503115712895035
8,0.08655426552565637
9,0.0890410269803977
10,0.090884132367836
11,0.0927358302373561
12,0.0939261596665981
13,0.0954657518876412
14,0.09669199540883573
15,0.09696776784488711
16,0.09782359201842035
17,0.09870443570796725
18,0.09939027032594323
19,0.10027547257063424
20,0.10099834088984688
21,0.10137082394648692
