Reactions,Single_gene,enzyme_mass,kcat_mean,kcat_std
Htex,b1377,0.011939382653780061,8.286805110566636,3.3976029682241604
H2tex,b1377,0.011939382653780061,7.184388257867002,3.2765153163174885
H2tex,b1377,0.011939382653780061,7.184388257867002,3.2765153163174885
H2Otex,b1377,0.011939382653780061,7.310047539350769,2.949750046420303
H2Otex,b1377,0.011939382653780061,7.310047539350769,2.949750046420303
DAPtex,b1377,0.011939382653780061,4.34781372248251,1.9782053358350506
DAPtex,b1377,0.011939382653780061,4.34781372248251,1.9782053358350506
12PPDStex,b1377,0.011939382653780061,7.43639646866805,3.7475623553405724
12PPDStex,b1377,0.011939382653780061,7.43639646866805,3.7475623553405724
DDGLCNtex,b1377,0.011939382653780061,4.825692532491777,2.0973423989547784
DDGLCNtex,b1377,0.011939382653780061,4.825692532491777,2.0973423989547784
26DAHtex,b1377,0.011939382653780061,26.456517513295644,11.234736974442905
26DAHtex,b1377,0.011939382653780061,26.456517513295644,11.234736974442905
HCINNMtex,b1377,0.011939382653780061,3.134601640908312,1.2995354943291801
HCINNMtex,b1377,0.011939382653780061,3.134601640908312,1.2995354943291801
HPPPNtex,b1377,0.011939382653780061,4.118812817046692,1.9075017605835167
HPPPNtex,b1377,0.011939382653780061,4.118812817046692,1.9075017605835167
ACtex,b1377,0.011939382653780061,12.119831869837707,6.375855516388797
ACtex,b1377,0.011939382653780061,12.119831869837707,6.375855516388797
ACALDtex,b1377,0.011939382653780061,18.816814380145317,10.827612237214037
ACALDtex,b1377,0.011939382653780061,18.816814380145317,10.827612237214037
ACMANAtex,b1377,0.011939382653780061,12.117010925722932,5.366650277682535
ACMANAtex,b1377,0.011939382653780061,12.117010925722932,5.366650277682535
ACMUMtex,b1377,0.011939382653780061,15.196772366576312,6.920205430215451
GALtex,b1377,0.011939382653780061,12.251317955914834,5.032003218749537
GALtex,b1377,0.011939382653780061,12.251317955914834,5.032003218749537
GALCTtex,b1377,0.011939382653780061,11.629972155568842,5.62683868663792
GALCTtex,b1377,0.011939382653780061,11.629972155568842,5.62683868663792
GALCTNtex,b1377,0.011939382653780061,4.790694840363882,2.384836888880507
GALCTNtex,b1377,0.011939382653780061,4.790694840363882,2.384836888880507
GALTtex,b1377,0.011939382653780061,5.45552772801683,2.5435904710169104
GALTtex,b1377,0.011939382653780061,5.45552772801683,2.5435904710169104
GALURtex,b1377,0.011939382653780061,16.923154178417406,6.983990231663259
GALURtex,b1377,0.011939382653780061,16.923154178417406,6.983990231663259
GAMtex,b1377,0.011939382653780061,2.9910739481779656,1.51443848492989
GAMtex,b1377,0.011939382653780061,2.9910739481779656,1.51443848492989
GBBTNtex,b1377,0.011939382653780061,5.483624590726909,3.005709432090918
GBBTNtex,b1377,0.011939382653780061,5.483624590726909,3.005709432090918
HIStex,b1377,0.011939382653780061,2.3640433957518523,1.6294398378466772
HIStex,b1377,0.011939382653780061,2.3640433957518523,1.6294398378466772
HXAtex,b1377,0.011939382653780061,4.765500014722123,2.510550328086041
HXAtex,b1377,0.011939382653780061,4.765500014722123,2.510550328086041
HYXNtex,b1377,0.011939382653780061,4.246872616820957,2.331572628332145
HYXNtex,b1377,0.011939382653780061,4.246872616820957,2.331572628332145
IDONtex,b1377,0.011939382653780061,4.790694840363882,2.384836888880507
IDONtex,b1377,0.011939382653780061,4.790694840363882,2.384836888880507
ILEtex,b1377,0.011939382653780061,11.34253239381789,7.694617158525295
ILEtex,b1377,0.011939382653780061,11.34253239381789,7.694617158525295
INSTtex,b1377,0.011939382653780061,13.347524956727165,6.465973154509386
INSTtex,b1377,0.011939382653780061,13.347524956727165,6.465973154509386
Ktex,b1377,0.011939382653780061,13.692519470266703,5.937239219639445
Ktex,b1377,0.011939382653780061,13.692519470266703,5.937239219639445
D_LACtex,b1377,0.011939382653780061,10.026662868056437,5.841244343225169
D_LACtex,b1377,0.011939382653780061,10.026662868056437,5.841244343225169
FRULYStex,b1377,0.011939382653780061,56.286362668347195,51.626567283341224
FRULYStex,b1377,0.011939382653780061,56.286362668347195,51.626567283341224
ASPtex,b1377,0.011939382653780061,7.80826485338098,4.058836540784879
ASPtex,b1377,0.011939382653780061,7.80826485338098,4.058836540784879
INDOLEtex,b1377,0.011939382653780061,0.8722051658120733,0.5188701366551747
INDOLEtex,b1377,0.011939382653780061,0.8722051658120733,0.5188701366551747
L_LACtex,b1377,0.011939382653780061,10.026662868056437,5.841244343225169
L_LACtex,b1377,0.011939382653780061,10.026662868056437,5.841244343225169
GLCRtex,b1377,0.011939382653780061,,
GLCNtex,b1377,0.011939382653780061,4.790694840363882,2.384836888880507
GLCNtex,b1377,0.011939382653780061,4.790694840363882,2.384836888880507
GLCURtex,b1377,0.011939382653780061,16.923154178417406,6.983990231663259
GLCURtex,b1377,0.011939382653780061,16.923154178417406,6.983990231663259
GLNtex,b1377,0.011939382653780061,11.608990165829827,3.8432382129703484
GLNtex,b1377,0.011939382653780061,11.608990165829827,3.8432382129703484
O2tex,b1377,0.011939382653780061,5.239066506298582,2.352524084451329
O2tex,b1377,0.011939382653780061,5.239066506298582,2.352524084451329
OCTAtex,b1377,0.011939382653780061,3.0937934879427154,1.7747945895863373
OCTAtex,b1377,0.011939382653780061,3.0937934879427154,1.7747945895863373
ORNtex,b1377,0.011939382653780061,23.50614297774082,8.997068567684781
ORNtex,b1377,0.011939382653780061,23.50614297774082,8.997068567684781
RMNtex,b1377,0.011939382653780061,26.83046283584642,12.915001502516462
RMNtex,b1377,0.011939382653780061,26.83046283584642,12.915001502516462
PHEtex,b1377,0.011939382653780061,4.106140915703932,1.9065327634177516
PHEtex,b1377,0.011939382653780061,4.106140915703932,1.9065327634177516
PItex,b1377,0.011939382653780061,9.748746002394125,4.923234381563167
PItex,b1377,0.011939382653780061,9.748746002394125,4.923234381563167
PNTOtex,b1377,0.011939382653780061,2.3138211399826694,1.0481538182510342
PNTOtex,b1377,0.011939382653780061,2.3138211399826694,1.0481538182510342
PPPNtex,b1377,0.011939382653780061,5.635784520061391,3.0344984390218834
PPPNtex,b1377,0.011939382653780061,5.635784520061391,3.0344984390218834
PPTtex,b1377,0.011939382653780061,2.056702674948825,0.7292899256029866
PPTtex,b1377,0.011939382653780061,2.056702674948825,0.7292899256029866
PTRCtex,b1377,0.011939382653780061,6.342804782792209,3.024225918435875
PTRCtex,b1377,0.011939382653780061,6.342804782792209,3.024225918435875
PYRtex,b1377,0.011939382653780061,21.401012232570963,11.599584520592021
PYRtex,b1377,0.011939382653780061,21.401012232570963,11.599584520592021
DSERtex,b1377,0.011939382653780061,5.148707109796386,2.7151498749249425
DSERtex,b1377,0.011939382653780061,5.148707109796386,2.7151498749249425
SERtex,b1377,0.011939382653780061,5.148707109796386,2.7151498749249425
SERtex,b1377,0.011939382653780061,5.148707109796386,2.7151498749249425
SO4tex,b1377,0.011939382653780061,7.451131439222427,2.9139126512116804
SO4tex,b1377,0.011939382653780061,7.451131439222427,2.9139126512116804
SPMDtex,b1377,0.011939382653780061,14.097094030419118,9.685948679568616
SPMDtex,b1377,0.011939382653780061,14.097094030419118,9.685948679568616
SUCCtex,b1377,0.011939382653780061,10.744467677731128,4.701421988067387
SUCCtex,b1377,0.011939382653780061,10.744467677731128,4.701421988067387
SUCRtex,b1377,0.011939382653780061,35.29406684640485,19.887169744595738
SUCRtex,b1377,0.011939382653780061,35.29406684640485,19.887169744595738
TARTRtex,b1377,0.011939382653780061,8.527319172451481,4.618700037356611
TARTRtex,b1377,0.011939382653780061,8.527319172451481,4.618700037356611
TAURtex,b1377,0.011939382653780061,51.283834728301734,30.146446142939517
TAURtex,b1377,0.011939382653780061,51.283834728301734,30.146446142939517
THRtex,b1377,0.011939382653780061,6.416290028318185,3.7549235412140765
THRtex,b1377,0.011939382653780061,6.416290028318185,3.7549235412140765
THMDtex,b1377,0.011939382653780061,5.062808817805318,2.3192149489516827
THMDtex,b1377,0.011939382653780061,5.062808817805318,2.3192149489516827
METDtex,b1377,0.011939382653780061,21.980980657419842,8.789672410618772
METDtex,b1377,0.011939382653780061,21.980980657419842,8.789672410618772
METtex,b1377,0.011939382653780061,21.980980657419842,8.789672410618772
METtex,b1377,0.011939382653780061,21.980980657419842,8.789672410618772
MNLtex,b1377,0.011939382653780061,5.45552772801683,2.5435904710169104
MNLtex,b1377,0.011939382653780061,5.45552772801683,2.5435904710169104
NAtex,b1377,0.011939382653780061,11.62334711378542,5.116237291354077
NAtex,b1377,0.011939382653780061,11.62334711378542,5.116237291354077
NACtex,b1377,0.011939382653780061,2.564488931193631,1.067189695696657
NACtex,b1377,0.011939382653780061,2.564488931193631,1.067189695696657
NH4tex,b1377,0.011939382653780061,10.988288584779504,4.945386465149984
NH4tex,b1377,0.011939382653780061,10.988288584779504,4.945386465149984
BUTtex,b1377,0.011939382653780061,1.2422752800763353,0.5890430757678544
BUTtex,b1377,0.011939382653780061,1.2422752800763353,0.5890430757678544
CHLtex,b1377,0.011939382653780061,4.121156408639969,2.3128666656110703
CHLtex,b1377,0.011939382653780061,4.121156408639969,2.3128666656110703
CO2tex,b1377,0.011939382653780061,14.038641324852524,5.672445543728819
CO2tex,b1377,0.011939382653780061,14.038641324852524,5.672445543728819
CRNtex,b1377,0.011939382653780061,11.707941266372234,6.575922441666027
CRNtex,b1377,0.011939382653780061,11.707941266372234,6.575922441666027
DINStex,b1377,0.011939382653780061,6.792780472028348,2.77205454769599
DINStex,b1377,0.011939382653780061,6.792780472028348,2.77205454769599
DMStex,b1377,0.011939382653780061,7.94016160126953,4.574040094451334
DMStex,b1377,0.011939382653780061,7.94016160126953,4.574040094451334
CSNtex,b1377,0.011939382653780061,2.342776817369953,1.0067285924642186
CSNtex,b1377,0.011939382653780061,2.342776817369953,1.0067285924642186
CYNTtex,b1377,0.011939382653780061,5.734822361539108,2.4635634072322383
CYNTtex,b1377,0.011939382653780061,5.734822361539108,2.4635634072322383
CYStex,b1377,0.011939382653780061,6.756831363734176,2.2871421540307044
CYStex,b1377,0.011939382653780061,6.756831363734176,2.2871421540307044
CYTDtex,b1377,0.011939382653780061,4.945025727419326,1.5735925287902077
CYTDtex,b1377,0.011939382653780061,4.945025727419326,1.5735925287902077
DCAtex,b1377,0.011939382653780061,11.360344246180432,7.591260899386373
DCAtex,b1377,0.011939382653780061,11.360344246180432,7.591260899386373
DGSNtex,b1377,0.011939382653780061,4.292511567884693,2.1092964975932365
DGSNtex,b1377,0.011939382653780061,4.292511567884693,2.1092964975932365
LCTStex,b1377,0.011939382653780061,,
LEUtex,b1377,0.011939382653780061,11.526678825659479,6.4336563434819665
LEUtex,b1377,0.011939382653780061,11.526678825659479,6.4336563434819665
LYStex,b1377,0.011939382653780061,13.275811403808296,6.2011971284379
LYStex,b1377,0.011939382653780061,13.275811403808296,6.2011971284379
LYXtex,b1377,0.011939382653780061,28.553727211378423,13.572792103857939
LYXtex,b1377,0.011939382653780061,28.553727211378423,13.572792103857939
MANtex,b1377,0.011939382653780061,15.813313682878592,10.287005148638238
MANtex,b1377,0.011939382653780061,15.813313682878592,10.287005148638238
MAN6Ptex,b1377,0.011939382653780061,19.9311157697433,8.842863058545504
MAN6Ptex,b1377,0.011939382653780061,19.9311157697433,8.842863058545504
MELIBtex,b1377,0.011939382653780061,,
DMSOtex,b1377,0.011939382653780061,5.645784257361148,2.3458082551569293
DMSOtex,b1377,0.011939382653780061,5.645784257361148,2.3458082551569293
FRUtex,b1377,0.011939382653780061,20.273922995771663,5.5438088014622355
FRUtex,b1377,0.011939382653780061,20.273922995771663,5.5438088014622355
FUCtex,b1377,0.011939382653780061,,
FUMtex,b1377,0.011939382653780061,11.337110525735588,4.55147183692643
FUMtex,b1377,0.011939382653780061,11.337110525735588,4.55147183692643
FE2tex,b1377,0.011939382653780061,11.24850557636033,6.281602336384776
FE2tex,b1377,0.011939382653780061,11.24850557636033,6.281602336384776
NMNtex,b1377,0.011939382653780061,12.700226783551479,6.561899743811145
NMNtex,b1377,0.011939382653780061,12.700226783551479,6.561899743811145
NO2tex,b1377,0.011939382653780061,11.32554054360126,4.436258901655632
NO2tex,b1377,0.011939382653780061,11.32554054360126,4.436258901655632
GDPtex,b1377,0.011939382653780061,3.2791742554738237,0.8488853392415635
GDPtex,b1377,0.011939382653780061,3.2791742554738237,0.8488853392415635
TMAtex,b1377,0.011939382653780061,13.530059600430175,7.082501406850393
TMAtex,b1377,0.011939382653780061,13.530059600430175,7.082501406850393
TMAOtex,b1377,0.011939382653780061,12.053605095191296,6.782649187827241
TMAOtex,b1377,0.011939382653780061,12.053605095191296,6.782649187827241
TREtex,b1377,0.011939382653780061,15.666199475651414,6.078618785361899
TREtex,b1377,0.011939382653780061,15.666199475651414,6.078618785361899
TRPtex,b1377,0.011939382653780061,2.107782416286441,1.1504416339721162
TRPtex,b1377,0.011939382653780061,2.107782416286441,1.1504416339721162
TSULtex,b1377,0.011939382653780061,15.835503884968707,5.766898632993085
TSULtex,b1377,0.011939382653780061,15.835503884968707,5.766898632993085
TYRtex,b1377,0.011939382653780061,5.765352772864692,2.2008958838191983
TYRtex,b1377,0.011939382653780061,5.765352772864692,2.2008958838191983
URAtex,b1377,0.011939382653780061,5.149730149392257,1.9029971796678535
URAtex,b1377,0.011939382653780061,5.149730149392257,1.9029971796678535
UREAtex,b1377,0.011939382653780061,11.331886714797552,5.286373266271699
UREAtex,b1377,0.011939382653780061,11.331886714797552,5.286373266271699
VALtex,b1377,0.011939382653780061,6.7699535834871325,3.715448360689238
VALtex,b1377,0.011939382653780061,6.7699535834871325,3.715448360689238
XANtex,b1377,0.011939382653780061,7.125277546508466,3.592151361152094
XANtex,b1377,0.011939382653780061,7.125277546508466,3.592151361152094
XYLtex,b1377,0.011939382653780061,28.553727211378423,13.572792103857939
XYLtex,b1377,0.011939382653780061,28.553727211378423,13.572792103857939
ABUTtex,b1377,0.011939382653780061,8.521734457859955,3.8143869160181176
ABUTtex,b1377,0.011939382653780061,8.521734457859955,3.8143869160181176
23CAMPtex,b1377,0.011939382653780061,4.846265956135044,2.08154130085441
23CAMPtex,b1377,0.011939382653780061,4.846265956135044,2.08154130085441
23CCMPtex,b1377,0.011939382653780061,2.005535569607402,0.9812750322247453
23CCMPtex,b1377,0.011939382653780061,2.005535569607402,0.9812750322247453
23CUMPtex,b1377,0.011939382653780061,3.9425891172846876,2.083839014579336
23CUMPtex,b1377,0.011939382653780061,3.9425891172846876,2.083839014579336
23CGMPtex,b1377,0.011939382653780061,2.14115707224106,1.1406939639950906
23CGMPtex,b1377,0.011939382653780061,2.14115707224106,1.1406939639950906
3AMPtex,b1377,0.011939382653780061,33.79063785159061,21.27906617117883
3AMPtex,b1377,0.011939382653780061,33.79063785159061,21.27906617117883
3CMPtex,b1377,0.011939382653780061,11.065534564086752,3.554303032319678
3CMPtex,b1377,0.011939382653780061,11.065534564086752,3.554303032319678
ETHSO3tex,b1377,0.011939382653780061,17.36119023604514,7.158324005973044
ETHSO3tex,b1377,0.011939382653780061,17.36119023604514,7.158324005973044
BUTSO3tex,b1377,0.011939382653780061,11.64671881663567,6.579816478669887
BUTSO3tex,b1377,0.011939382653780061,11.64671881663567,6.579816478669887
LIPOtex,b1377,0.011939382653780061,5.748358857977235,3.047452173718036
LIPOtex,b1377,0.011939382653780061,5.748358857977235,3.047452173718036
GALBDtex,b1377,0.011939382653780061,12.251317955914834,5.032003218749537
GALBDtex,b1377,0.011939382653780061,12.251317955914834,5.032003218749537
SULFACtex,b1377,0.011939382653780061,18.549684693148514,7.408826823513134
SULFACtex,b1377,0.011939382653780061,18.549684693148514,7.408826823513134
NOtex,b1377,0.011939382653780061,3.602943878486974,1.3020449800214455
NOtex,b1377,0.011939382653780061,3.602943878486974,1.3020449800214455
N2Otex,b1377,0.011939382653780061,17.11535267772644,9.23008944928683
N2Otex,b1377,0.011939382653780061,17.11535267772644,9.23008944928683
PEAMNtex,b1377,0.011939382653780061,5.36639861785258,3.1409948497043367
PEAMNtex,b1377,0.011939382653780061,5.36639861785258,3.1409948497043367
PACALDtex,b1377,0.011939382653780061,11.739250955780335,4.531589776184381
PACALDtex,b1377,0.011939382653780061,11.739250955780335,4.531589776184381
CYANtex,b1377,0.011939382653780061,9.554275544044938,4.409706625639397
CYANtex,b1377,0.011939382653780061,9.554275544044938,4.409706625639397
SO3tex,b1377,0.011939382653780061,3.690150019076969,1.681396030052983
SO3tex,b1377,0.011939382653780061,3.690150019076969,1.681396030052983
TCYNTtex,b1377,0.011939382653780061,2.132486005023125,0.7702065019312623
TCYNTtex,b1377,0.011939382653780061,2.132486005023125,0.7702065019312623
METSOX1tex,b1377,0.011939382653780061,,
METSOX2tex,b1377,0.011939382653780061,9.802188968966485,4.347180727203759
METSOX2tex,b1377,0.011939382653780061,9.802188968966485,4.347180727203759
3UMPtex,b1377,0.011939382653780061,14.841122081590253,4.991732424379336
3UMPtex,b1377,0.011939382653780061,14.841122081590253,4.991732424379336
3GMPtex,b1377,0.011939382653780061,10.289013759744954,5.022484110644275
3GMPtex,b1377,0.011939382653780061,10.289013759744954,5.022484110644275
DOPAtex,b1377,0.011939382653780061,5.790211802081368,4.8665668961314745
DOPAtex,b1377,0.011939382653780061,5.790211802081368,4.8665668961314745
4HOXPACDtex,b1377,0.011939382653780061,17.083052956648082,7.112775276588561
4HOXPACDtex,b1377,0.011939382653780061,17.083052956648082,7.112775276588561
ETHAtex,b1377,0.011939382653780061,5.453623480344848,2.714400042789239
ETHAtex,b1377,0.011939382653780061,5.453623480344848,2.714400042789239
G3PStex,b1377,0.011939382653780061,4.436818785605271,2.220677266170546
G3PStex,b1377,0.011939382653780061,4.436818785605271,2.220677266170546
ACGAL1Ptex,b1377,0.011939382653780061,,
ACGALtex,b1377,0.011939382653780061,12.117010925722932,5.366650277682535
ACGALtex,b1377,0.011939382653780061,12.117010925722932,5.366650277682535
GLCUR1Ptex,b1377,0.011939382653780061,,
UDPGLCURtex,b1377,0.011939382653780061,2.428858312548196,1.1322312723654384
UDPGLCURtex,b1377,0.011939382653780061,2.428858312548196,1.1322312723654384
ISETACtex,b1377,0.011939382653780061,42.62401348856958,24.387156547824468
ISETACtex,b1377,0.011939382653780061,42.62401348856958,24.387156547824468
UDPGtex,b1377,0.011939382653780061,3.1329266999547736,1.2769054013202052
UDPGtex,b1377,0.011939382653780061,3.1329266999547736,1.2769054013202052
UDPGALtex,b1377,0.011939382653780061,3.1329266999547736,1.2769054013202052
UDPGALtex,b1377,0.011939382653780061,3.1329266999547736,1.2769054013202052
ACGAM1Ptex,b1377,0.011939382653780061,14.722030209875587,9.701546466166313
ACGAM1Ptex,b1377,0.011939382653780061,14.722030209875587,9.701546466166313
UACGAMtex,b1377,0.011939382653780061,3.538566464244525,2.325691745047871
UACGAMtex,b1377,0.011939382653780061,3.538566464244525,2.325691745047871
UDPACGALtex,b1377,0.011939382653780061,3.538566464244525,2.325691745047871
UDPACGALtex,b1377,0.011939382653780061,3.538566464244525,2.325691745047871
MSO3tex,b1377,0.011939382653780061,12.784230921996363,4.811788768070391
MSO3tex,b1377,0.011939382653780061,12.784230921996363,4.811788768070391
GLYC2Ptex,b1377,0.011939382653780061,7.2341757210195015,3.8287736771551066
GLYC2Ptex,b1377,0.011939382653780061,7.2341757210195015,3.8287736771551066
PSERtex,b1377,0.011939382653780061,7.623965928801252,3.983208860477821
PSERtex,b1377,0.011939382653780061,7.623965928801252,3.983208860477821
R5Ptex,b1377,0.011939382653780061,17.405722215994793,7.101171741118094
R5Ptex,b1377,0.011939382653780061,17.405722215994793,7.101171741118094
THRPtex,b1377,0.011939382653780061,28.175757072878707,19.41130131337047
THRPtex,b1377,0.011939382653780061,28.175757072878707,19.41130131337047
TYRPtex,b1377,0.011939382653780061,9.204939138703077,2.77912789322739
TYRPtex,b1377,0.011939382653780061,9.204939138703077,2.77912789322739
CITtex,b1377,0.011939382653780061,6.239288007340424,4.338685343589991
CITtex,b1377,0.011939382653780061,6.239288007340424,4.338685343589991
ACGAtex,b1377,0.011939382653780061,12.117010925722932,5.366650277682535
ACGAtex,b1377,0.011939382653780061,12.117010925722932,5.366650277682535
G6Ptex,b1377,0.011939382653780061,19.9311157697433,8.842863058545504
G6Ptex,b1377,0.011939382653780061,19.9311157697433,8.842863058545504
MOBDtex,b1377,0.011939382653780061,6.122867452146332,4.197297831836589
MOBDtex,b1377,0.011939382653780061,6.122867452146332,4.197297831836589
NI2tex,b1377,0.011939382653780061,,
H2O2tex,b1377,0.011939382653780061,8.641521672586734,4.686980436822933
H2O2tex,b1377,0.011939382653780061,8.641521672586734,4.686980436822933
ADEtex,b1377,0.011939382653780061,5.12076688254494,2.0445230762718962
ADEtex,b1377,0.011939382653780061,5.12076688254494,2.0445230762718962
AGMtex,b1377,0.011939382653780061,2.0979794455942473,1.0844197967720923
AGMtex,b1377,0.011939382653780061,2.0979794455942473,1.0844197967720923
ALAtex,b1377,0.011939382653780061,4.192369928771281,2.62604928898538
ALAtex,b1377,0.011939382653780061,4.192369928771281,2.62604928898538
BALAtex,b1377,0.011939382653780061,5.342301736397653,2.9774637905421875
BALAtex,b1377,0.011939382653780061,5.342301736397653,2.9774637905421875
DALAtex,b1377,0.011939382653780061,4.192369928771281,2.62604928898538
DALAtex,b1377,0.011939382653780061,4.192369928771281,2.62604928898538
AMPtex,b1377,0.011939382653780061,19.95544542226851,13.109627046604862
AMPtex,b1377,0.011939382653780061,19.95544542226851,13.109627046604862
ARBtex,b1377,0.011939382653780061,12.68594964181184,11.557738829830589
ARBtex,b1377,0.011939382653780061,12.68594964181184,11.557738829830589
ARGtex,b1377,0.011939382653780061,7.942497682094592,3.830117540260422
ARGtex,b1377,0.011939382653780061,7.942497682094592,3.830117540260422
ASCBtex,b1377,0.011939382653780061,5.265205148280096,3.759800747811604
ASCBtex,b1377,0.011939382653780061,5.265205148280096,3.759800747811604
MMETtex,b1377,0.011939382653780061,5.052959402523823,1.941238779317556
MMETtex,b1377,0.011939382653780061,5.052959402523823,1.941238779317556
FE3tex,b1377,0.011939382653780061,10.566401384814515,4.234782465765959
FE3tex,b1377,0.011939382653780061,10.566401384814515,4.234782465765959
MG2tex,b1377,0.011939382653780061,9.207653878782972,3.8738043712333785
MG2tex,b1377,0.011939382653780061,9.207653878782972,3.8738043712333785
Zn2tex,b1377,0.011939382653780061,8.78330518821924,4.405919309472657
Zn2tex,b1377,0.011939382653780061,8.78330518821924,4.405919309472657
CD2tex,b1377,0.011939382653780061,8.38611172862216,3.81478573070248
CD2tex,b1377,0.011939382653780061,8.38611172862216,3.81478573070248
ASO3tex,b1377,0.011939382653780061,10.852481737448123,5.009490667345464
ASO3tex,b1377,0.011939382653780061,10.852481737448123,5.009490667345464
MANGLYCtex,b1377,0.011939382653780061,5.006278024172254,2.6404831257906904
MANGLYCtex,b1377,0.011939382653780061,5.006278024172254,2.6404831257906904
FRUURtex,b1377,0.011939382653780061,41.40945269139511,17.33886566029368
FRUURtex,b1377,0.011939382653780061,41.40945269139511,17.33886566029368
GLYCAtex,b1377,0.011939382653780061,4.977918202558917,2.731656662749625
GLYCAtex,b1377,0.011939382653780061,4.977918202558917,2.731656662749625
COBALT2tex,b1377,0.011939382653780061,7.209761333714061,3.098638704149446
COBALT2tex,b1377,0.011939382653780061,7.209761333714061,3.098638704149446
DIMPtex,b1377,0.011939382653780061,3.093625954268525,1.8482866382470717
DIMPtex,b1377,0.011939382653780061,3.093625954268525,1.8482866382470717
XTSNtex,b1377,0.011939382653780061,4.450729501905116,1.8604360822950958
XTSNtex,b1377,0.011939382653780061,4.450729501905116,1.8604360822950958
HG2tex,b1377,0.011939382653780061,7.47024302063122,3.187749339699365
HG2tex,b1377,0.011939382653780061,7.47024302063122,3.187749339699365
DHAtex,b1377,0.011939382653780061,9.339088630159642,4.383938508751254
DHAtex,b1377,0.011939382653780061,9.339088630159642,4.383938508751254
ETOHtex,b1377,0.011939382653780061,6.962078035088192,3.297962290065704
ETOHtex,b1377,0.011939382653780061,6.962078035088192,3.297962290065704
ACACtex,b1377,0.011939382653780061,7.246388466856364,3.488828395433142
ACACtex,b1377,0.011939382653780061,7.246388466856364,3.488828395433142
H2Stex,b1377,0.011939382653780061,6.8667710273884595,2.475995351778902
H2Stex,b1377,0.011939382653780061,6.8667710273884595,2.475995351778902
4PEPTtex,b1377,0.011939382653780061,14.181516066688067,7.111361179393642
4PEPTtex,b1377,0.011939382653780061,14.181516066688067,7.111361179393642
CU2tex,b1377,0.011939382653780061,7.58412945744135,3.0902077081660306
CU2tex,b1377,0.011939382653780061,7.58412945744135,3.0902077081660306
CLtex,b1377,0.011939382653780061,6.466845827274466,2.0088040141401104
CLtex,b1377,0.011939382653780061,6.466845827274466,2.0088040141401104
PROtex,b1377,0.011939382653780061,5.4402534118534644,2.7792856626521742
PROtex,b1377,0.011939382653780061,5.4402534118534644,2.7792856626521742
SBTtex,b1377,0.011939382653780061,5.45552772801683,2.5435904710169104
SBTtex,b1377,0.011939382653780061,5.45552772801683,2.5435904710169104
AKGtex,b1377,0.011939382653780061,55.56341034644895,26.180478759840373
AKGtex,b1377,0.011939382653780061,55.56341034644895,26.180478759840373
ALLTNtex,b1377,0.011939382653780061,26.99693975298424,14.68467190673491
ALLTNtex,b1377,0.011939382653780061,26.99693975298424,14.68467190673491
ASNtex,b1377,0.011939382653780061,7.624482267392264,3.749429818413312
ASNtex,b1377,0.011939382653780061,7.624482267392264,3.749429818413312
TYMtex,b1377,0.011939382653780061,6.199027633453933,2.758220356782067
TYMtex,b1377,0.011939382653780061,6.199027633453933,2.758220356782067
