Iteration,Biomass
0,0.0229917133376624
1,0.00124033708289738
2,0.00124033708289738
3,0.00124033708289738
4,0.00184531389974696
5,0.0062726015958815
6,0.00713608202378892
7,0.00847511763488728
8,0.0104540700754426
9,0.0113326455214185
10,0.0165892817665589
11,0.0194589797961426
12,0.0228349132294604
13,0.0230587375602397
14,0.0232520420549766
15,0.0246720973257603
16,0.0353737530285013
17,0.0379923769663954
18,0.0411796758268065
19,0.0426893394867345
20,0.0456163327802973
21,0.0603704368448226
22,0.0656347894499203
23,0.0688975855574115
24,0.0645280565570243
25,0.0639895644239093
26,0.0697567759378729
27,0.0679578667398453
28,0.0765911552748245
29,0.0854500113189109
30,0.0848155201048855
31,0.0900736669011434
32,0.0959748666859033
33,0.0957642941498063
34,0.0963016832397253
35,0.100571559901927
36,0.10090638310302
37,0.101409321156802
38,0.102935945240671
39,0.0981178403979924
40,0.100460634017911
41,0.102308512776574
42,0.102743999688775
43,0.102148267728492
44,0.108829508757392
45,0.124485137220336
46,0.124666640117807
47,0.121948471560092
48,0.122977108846123
49,0.122087702103107
50,0.121456101844597
51,0.122726513698349
52,0.123360317740502
53,0.125588625650001
54,0.124723685019318
55,0.125721156344653
56,0.125989564355944
57,0.126044577054141
58,0.126538855979456
59,0.129852030954487
60,0.12911584613449
61,0.134212110763351
62,0.137038408952334
63,0.137002796555797
64,0.13787211718851
65,0.138395757149421
66,0.138807605747869
67,0.140148956252354
68,0.142612514774255
69,0.142656854824152
70,0.143533495518357
71,0.143495760068987
72,0.146226147087292
73,0.147090377797841
74,0.147262270048077
75,0.150452196567777
76,0.151502333210848
77,0.153087190983346
78,0.174179452467916
79,0.171465106938037
80,0.170521750522309
81,0.170568239313596
82,0.170542168338096
83,0.171068637815449
84,0.172203488248279
85,0.173083210351249
86,0.173176973460835
87,0.189514489729203
88,0.189597564907003
89,0.189405464140609
90,0.190497198975809
91,0.190262947937254
92,0.190791581791826
93,0.190697752421556
94,0.191704817079288
95,0.191587265880121
96,0.192361006853784
97,0.193057936438814
98,0.193093760765879
99,0.191757626568306
100,0.184640444785381
101,0.184954937753033
102,0.186408035207025
103,0.196547970144424
104,0.196838076380621
105,0.196764001824252
106,0.197003748928923
107,0.197169636357823
108,0.198646722126404
109,0.198665807463909
110,0.198618139170464
111,0.199223293312113
112,0.195790010885309
113,0.195869231571209
114,0.196438162862648
115,0.196665971529011
116,0.197397936189594
117,0.22117097272726
118,0.239457715542104
119,0.23984382298946
120,0.240537106662139
121,0.239560852848442
122,0.239783223477399
123,0.237539524903494
124,0.237859504415391
125,0.238319359264342
126,0.238171644231737
127,0.238237684772702
128,0.237586097399541
129,0.247842855301688
130,0.247254578942668
131,0.247702840532289
132,0.247318579764499
133,0.246834515282449
134,0.246918636670605
135,0.249153659751236
136,0.248476483891864
137,0.248481685015112
138,0.248230905257433
139,0.267958073526269
140,0.264888724494469
141,0.26523352716363
142,0.266333866923096
143,0.266226255552963
144,0.266099586850814
145,0.266890598241816
146,0.266876058487605
147,0.267865178120744
148,0.264932690641439
149,0.264200671669015
150,0.264215546369434
151,0.275414489714421
152,0.275810157232758
153,0.277007514376895
154,0.27722795613538
155,0.277586061433837
156,0.277170178295661
157,0.281114114828194
158,0.280951015679265
159,0.282505662847199
160,0.283567873263188
161,0.283338538700893
162,0.283668189643445
163,0.283546392161252
164,0.283940240435893
165,0.283947955016461
166,0.278050226030422
167,0.277992347302628
168,0.276500930951838
169,0.276217095456006
170,0.274343347761574
171,0.274297584520576
172,0.274039742974919
173,0.274014007113169
174,0.276767218952331
175,0.276487003200482
176,0.277083604216766
177,0.277272631742301
178,0.277580000207795
179,0.276315493069509
180,0.277091937473292
181,0.280797607467443
182,0.28134203265127
183,0.281247425790764
184,0.280278161750447
185,0.276348849342624
186,0.277075157981648
187,0.276620471144339
188,0.276620471144339
189,0.276655568556724
190,0.278275511753769
191,0.279907702962551
192,0.283872052912131
193,0.282361415667533
194,0.28266406976738
195,0.282745315877405
196,0.282580383859677
197,0.282515311148675
198,0.282515311148675
199,0.282422693899712
200,0.28254837773505
201,0.28231319108798
202,0.282201889521602
203,0.282695789375723
204,0.282663004751751
205,0.281921040283773
206,0.281731771186765
207,0.281731771186765
208,0.282150063272455
209,0.28220702105939
210,0.281630138626518
211,0.282232370820657
212,0.283151794655058
213,0.285975711025982
214,0.285975711025982
215,0.285975711025982
216,0.286288589708062
217,0.286768307471797
218,0.286841507507624
219,0.286772371271872
220,0.285999365572618
221,0.285539716372252
222,0.28514572738424
223,0.285254750598281
224,0.285120440729843
225,0.284927359817451
