Iteration,Biomass
0,0.36330231503196436
1,0.45927175545822585
2,0.5174678830042408
3,0.5250341797801985
4,0.5425051263135074
5,0.5716172324499275
6,0.5756884632638037
7,0.5886634936483635
8,0.5982647597490458
9,0.6060763931096331
10,0.6116494028004227
11,0.6151650632820233
12,0.6175094400501212
13,0.6176486412573521
14,0.6176486412573501
