Key,Value
rxn00808_c0_NODE_3_8233_7088,16.47913485469275
rxn15120_c0_NODE_3_8233_7088,13.749375880168637
rxn15121_c0_NODE_3_8233_7088,13.500213269677394
rxn00817_c0_NODE_1_2948594_2949946,29.747507852518215
rxn00818_c0_NODE_1_2948594_2949946,125.68016175651601
rxn00819_c0_NODE_1_2948594_2949946,36.251882107954216
rxn00890_c0_NODE_1_2948594_2949946,54.305509415355566
rxn00977_c0_NODE_1_2948594_2949946,25.08311178729576
rxn02093_c0_NODE_1_2948594_2949946,27.93950600162016
rxn02596_c0_NODE_1_2948594_2949946,84.97879096804208
rxn02822_c0_NODE_1_2948594_2949946,8.583056172567272
rxn03838_c0_NODE_1_2948594_2949946,28.44805568546103
rxn06701_c0_NODE_1_2948594_2949946,
rxn11587_c0_NODE_1_2948594_2949946,8.347075348499773
rxn11609_c0_NODE_1_2948594_2949946,
rxn15138_c0_NODE_1_2948594_2949946,17.264489795550755
rxn15139_c0_NODE_1_2948594_2949946,26.566743763226444
rxn15140_c0_NODE_1_2948594_2949946,110.16705979411736
rxn15141_c0_NODE_1_2948594_2949946,91.52379470121956
rxn15142_c0_NODE_1_2948594_2949946,23.96706391831228
rxn15143_c0_NODE_1_2948594_2949946,33.00876586885804
rxn15152_c0_NODE_1_2948594_2949946,45.34469657531107
rxn15153_c0_NODE_1_2948594_2949946,48.23356124733676
rxn15179_c0_NODE_1_2948594_2949946,22.454963343850793
rxn15379_c0_NODE_1_2948594_2949946,39.09088148613525
rxn15380_c0_NODE_1_2948594_2949946,34.43059303447391
rxn15417_c0_NODE_1_2948594_2949946,73.83447660537087
rxn15418_c0_NODE_1_2948594_2949946,74.0157407851766
rxn15444_c0_NODE_1_2948594_2949946,5.713148841332174
rxn15445_c0_NODE_1_2948594_2949946,8.08222229480517
rxn15468_c0_NODE_1_2948594_2949946,45.30066200623668
rxn15469_c0_NODE_1_2948594_2949946,43.371107793937476
rxn15541_c0_NODE_1_2948594_2949946,28.35067186466968
rxn00474_c0_NODE_2_474375_473572,0.14944862636870523
rxn01682_c0_NODE_2_474375_473572,0.10047241799040409
rxn01964_c0_NODE_2_474375_473572,0.08637116786387569
rxn00781_c0_NODE_1_1570296_1569283,20.354177864315417
rxn01331_c0_NODE_1_1570296_1569283,21.38748101193284
rxn00223_c0_NODE_1_2282177_2280858,74.12393125711091
rxn01044_c0_NODE_1_2282177_2280858,677.6622489963185
rxn15035_c0_NODE_1_2282177_2280858,92.96888098152836
rxn15087_c0_NODE_1_2282177_2280858,111.82039157393578
rxn15191_c0_NODE_1_2282177_2280858,431.9217427053492
rxn15192_c0_NODE_1_2282177_2280858,534.446268995909
rxn00781_c0_NODE_1_18896_17904,23.608942482331166
rxn01331_c0_NODE_1_18896_17904,23.429617933286814
rxn00898_c0_NODE_1_414911_413133,9.284423330674734
rxn01477_c0_NODE_1_414911_413133,42.165621395732465
rxn03437_c0_NODE_1_414911_413133,11.538877831002889
rxn09889_c0_NODE_1_414911_413133,11.404380704468801
rxn15296_c0_NODE_1_414911_413133,48.24086861639322
rxn15467_c0_NODE_1_414911_413133,14.22009610902281
rxn00781_c0_NODE_1_347945_348916,62.17420804544315
rxn00355_c0_NODE_3_9283_8240,47.33319094260319
rxn00701_c0_NODE_3_9283_8240,38.92818721796658
rxn00898_c0_NODE_1_2512923_2514764,24.60827790965642
rxn01828_c0_NODE_1_2512923_2514764,46.20180128007885
rxn03437_c0_NODE_1_2512923_2514764,21.40398933415635
rxn09889_c0_NODE_1_2512923_2514764,24.26103258277843
rxn15467_c0_NODE_1_2512923_2514764,37.898618170508215
