Key,Value
ACGAL1Ptex_b1377,
ACGALtex_b1377,94.18374446452921
GLCUR1Ptex_b1377,
UDPGLCURtex_b1377,30.734640121684148
ISETACtex_b1377,555.4709099719795
UDPGtex_b1377,24.840318522398263
UDPGALtex_b1377,32.428406488741885
ACGAM1Ptex_b1377,189.974914761179
UACGAMtex_b1377,57.02947660034556
UDPACGALtex_b1377,54.53545489485719
MSO3tex_b1377,122.28602490814073
GLYC2Ptex_b1377,97.54779252443184
PSERtex_b1377,73.5183087249847
R5Ptex_b1377,178.4950681276959
THRPtex_b1377,483.18394962366256
TYRPtex_b1377,61.3195867910825
CITtex_b1377,79.81719769805798
ACGAtex_b1377,102.09858724677896
G6Ptex_b1377,220.83472702854002
MOBDtex_b1377,92.7493935782184
NI2tex_b1377,
H2O2tex_b1377,92.20699083157537
ADEtex_b1377,41.09169011059505
AGMtex_b1377,22.392649117436303
ALAtex_b1377,54.087306419493494
BALAtex_b1377,70.82279697430346
DALAtex_b1377,55.24991502022558
AMPtex_b1377,
ARBtex_b1377,232.69621578525545
ARGtex_b1377,65.39426078600091
ASCBtex_b1377,63.94284619702525
MMETtex_b1377,42.20692725151023
FE3tex_b1377,74.9737961334839
MG2tex_b1377,62.468222412823174
Zn2tex_b1377,92.55071618543774
CD2tex_b1377,85.90282712784837
ASO3tex_b1377,131.30496071490808
MANGLYCtex_b1377,63.26270640519724
FRUURtex_b1377,440.2033628781499
GLYCAtex_b1377,50.83223360924844
COBALT2tex_b1377,71.20496574431954
DIMPtex_b1377,38.74560766833805
XTSNtex_b1377,39.79901506551193
HG2tex_b1377,69.54037079191876
DHAtex_b1377,98.87267640172473
ETOHtex_b1377,60.47706005585779
ACACtex_b1377,79.52261764548608
H2Stex_b1377,44.793654644591676
4PEPTtex_b1377,154.44259501720518
CU2tex_b1377,57.00472666791428
CLtex_b1377,52.66933815249704
PROtex_b1377,67.64238575868575
SBTtex_b1377,54.92430685097768
AKGtex_b1377,556.0332153785666
ALLTNtex_b1377,299.0685112502398
ASNtex_b1377,74.12301620023823
TYMtex_b1377,64.12165512587733
CMPtex_b1377,34.663918445917375
DUMPtex_b1377,72.5878399373163
XMPtex_b1377,58.970191518675534
3PEPTtex_b1377,
ANHGMtex_b1377,23.714215513143756
FALDtex_b1377,96.67670076175368
CYSDtex_b1377,43.81447906079402
G3PItex_b1377,70.13928455014035
G3PGtex_b1377,58.656320220731736
G3PEtex_b1377,57.11065289050377
G3PCtex_b1377,78.26284961901968
DAMPtex_b1377,28.205514418019632
DCMPtex_b1377,23.000206367306205
DGMPtex_b1377,30.110659963108922
DTMPtex_b1377,44.95619160742351
GMPtex_b1377,24.176041874470954
IMPtex_b1377,123.17191391574212
UMPtex_b1377,76.00798284105443
G1Ptex_b1377,
SKMtex_b1377,288.3207527875845
MNtex_b1377,70.12576969259321
GAL1Ptex_b1377,351.43673376319254
O2Stex_b1377,
HOMtex_b1377,95.58046255187513
SO2tex_b1377,87.69264350798969
