Iteration,Biomass
0,0.02959882354850739
1,0.04811661777509089
2,0.05946767478083333
3,0.06775645787548318
4,0.07410263620711603
5,0.07548261401612975
6,0.07958541842768055
7,0.08265589788536337
8,0.08279566985285317
9,0.08583901758908292
10,0.08826056997569817
11,0.09021041111524311
12,0.09180997271836555
13,0.09273432665645842
14,0.09442277701066575
15,0.0957184043015935
16,0.0969540856349579
17,0.09689369355033914
18,0.09693783897323317
19,0.09806878548840585
20,0.09909906851986394
21,0.1000064150843643
22,0.1006679784543159
23,0.1014636576793217
24,0.1020755381909256
25,0.10264116074988622
