Iteration,Biomass
0,0.02959882354850739
1,0.05107437077489239
2,0.06376326822871771
3,0.07735902837816488
4,0.0895183191813222
5,0.10139597849332863
6,0.11025139629943566
7,0.11746650939932178
8,0.1252924810605837
9,0.1308410165079381
10,0.13322744969039507
11,0.13622178998233553
12,0.13930131484172506
13,0.14146652169371415
14,0.14392141253519639
15,0.14561141166255265
16,0.1472928459852467
17,0.14904903737654265
18,0.14988543293436984
19,0.15120381277156497
20,0.15258004642501152
21,0.15358388521437627
22,0.1547467462903683
23,0.1558800423846845
24,0.15693412081792668
25,0.15784240381631304
