Iteration,Biomass
0,0.0229917133376624
1,0.0229917133376624
2,0.0229917133376624
3,0.00345988629410824
4,0.00249947194182207
5,0.00584041246048396
6,0.0154608094160103
7,0.0218464925830764
8,0.0241512301262727
9,0.0281733165215395
10,0.0286920494735564
11,0.0492392200034933
12,0.0609648969763576
13,0.0613443648542511
14,0.0742048543754245
15,0.0859010623393822
16,0.080494169547571
17,0.199527001522014
18,0.196555548402478
19,0.208698099094203
20,0.214671322297083
21,0.24816571263502
22,0.257945232171067
23,0.258590777690873
24,0.275816682120898
25,0.281920403282063
26,0.324577887504009
27,0.325409379254858
28,0.325461800444841
29,0.361615985112436
30,0.371979059080022
31,0.390622728818201
32,0.40252509704702
33,0.421130575741059
34,0.430150024346137
35,0.481179908574712
36,0.484402298382038
37,0.484721040948006
38,0.485608995282102
39,0.489761437577554
40,0.498388609903561
41,0.504505160500411
42,0.515214005680649
43,0.516666749137359
44,0.519474288814595
45,0.52324340317014
46,0.531308915238358
47,0.534756362763521
48,0.534395599101886
49,0.541633560873657
50,0.543824036558573
51,0.544067314408894
52,0.633796023230971
53,0.634393116227078
54,0.639673452651913
55,0.641058101874587
56,0.641776082115682
57,0.636023177007625
58,0.637045250050881
59,0.619987533269268
60,0.620246761028703
61,0.686692197945027
62,0.699539984885906
63,0.701540709862067
64,0.701825396044526
65,0.70500052070974
66,0.705123026624508
67,0.706274095427731
68,0.706328148104337
69,0.707214944685786
70,0.709378353794877
71,0.709599023812931
72,0.709720581061016
73,0.710090407616931
74,0.712611355727184
75,0.712668508822829
76,0.712576882760378
77,0.712681361282258
78,0.712945145061312
79,0.713066216350271
80,0.713034246678938
81,0.715814595958111
82,0.716145261764056
83,0.717035867215035
84,0.71720245073899
85,0.717512878061703
86,0.717575453303168
87,0.720640101547279
88,0.720746011296265
89,0.725248416051119
90,0.725251770990833
91,0.728847442134567
92,0.729719665215634
93,0.732494425846838
94,0.732670752105628
95,0.732734796889402
96,0.734924875119795
97,0.737178621511671
98,0.737371101436874
99,0.737620499665576
100,0.738134964100932
101,0.738304823660752
102,0.738454914648895
103,0.738598284169416
104,0.738601775099792
105,0.738774032924873
106,0.738777103108041
107,0.738953244971637
108,0.738973775750375
109,0.739037352060944
110,0.739054438041626
111,0.739084747019998
112,0.739418410210925
113,0.739437264696494
114,0.739516467416313
115,0.739571174034984
116,0.739781955082138
117,0.739816174365615
118,0.739983743625139
119,0.740272963445861
120,0.740593170692562
121,0.740649797732133
122,0.741401971780301
123,0.741400140613927
124,0.741481572495348
125,0.741527908163632
126,0.741596520258854
127,0.741690700479757
128,0.741885723136892
129,0.742221809748754
130,0.742231573922286
131,0.742264813205779
132,0.742264008200872
133,0.742334267661911
134,0.742354071802291
135,0.742437032208987
136,0.742501332501432
137,0.742544101536676
138,0.742718797054105
139,0.742739885433544
140,0.743202413398813
141,0.743223141171159
142,0.743226433509814
143,0.743244603561458
144,0.743597942775578
145,0.743594173110052
146,0.743633791771569
147,0.743632976200796
148,0.743661115272272
149,0.743713377917266
150,0.743725604270474
151,0.743822724203707
152,0.743845445529769
153,0.743887129057268
154,0.743888560500378
155,0.743955592972128
156,0.743968976075007
157,0.744048762170356
158,0.744086805213037
159,0.744096045890684
160,0.744096824019631
161,0.744111985994621
162,0.744114416839528
163,0.744114401356443
164,0.744110451858061
165,0.744142262218848
166,0.744163787278118
167,0.744161780371506
168,0.744166280070805
169,0.744181944011526
170,0.744189185074171
171,0.744213351127212
172,0.744228084141746
